,"DDe ep pth th |
(cm)
(cm)","Hori-
Hori-
zzo on n |","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mm)
mm)
((%%) )","SSiilltt
(0.05-
(0.05-
0.002mm)|
0.002mm)
((%%) )","Clay
Clay
(<0.002
«0.002
mm)
mm)
((%%) )","Texture
Texture","| CCo oa ars rse e
ffr ra ag g. . |
vvool.l . |
((%%) )","| ppH H
11: :2 2. .5
5
water
water","EC
EC
| 11: :2 2. .5 5
| wwa ate ter r
(dS/m)
(dS/m)",lat_long,page,x,y,state
384,"0-15
0-15","A
A",7799..22,99..99,1100..99,IIss,"-
~",44..99,"0.32
0.32",,155,19.65833333,82.17916667,Orissa
385,115 5—- 3388,"Btl
Btl",5533..55,1177..11,2299..44,sscclI,-=,55..33,"0.48
0.48",,155,19.65833333,82.17916667,Orissa
386,3388 —- 6677,"Bt2
Bt2",5500..11,1166..77,3333..22,sscclI,66,55..88,00..3366,,155,19.65833333,82.17916667,Orissa
387,"67-122
67 - 122",8Btt33,3322..77,1188..00,"4499,.33",cc,--,66..00,00..3311,,155,19.65833333,82.17916667,Orissa
388,"122—150
122 -ISO",; B Bt t4 4,3311..00,2211..44,4477..66,cc,--,66..00,00..2244,,155,19.65833333,82.17916667,Orissa
389,"DDe ep pth th |
(cm)
(cm)","Hori-
Hori-
zon |
zon","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mm)
mm)
{(%%) l","SSiillt t
(0.05-
(0.05-
0.002mm)
0.002mm)
(%)
(_%)","Clay
Clay
(<0.002
«0.002
mm)
mm)
(%)
.(%)","Texture
Texture","| CCo oa ars rse e
ffr ra ag g. . |
Vol. |
Vol.
(A)
(%)","| ppH H
11: :2 2. .5
5
wwa ate ter
r","EC
EC
| 11: :2 2. .5 5
| wwa ate ter r
(dS/m)
(dS/m)","20°47'45"" Nand 82°26'30"" E ",157,20.79583333,82.44166667,Orissa
390,"0-15
0 - 15","Ap
Ap","38.0
38.0","28.4
28.4","33.6
33.6",ccll,--,"6.4
6.4","0.71
0.71","20°47'45"" Nand 82°26'30"" E ",157,20.79583333,82.44166667,Orissa
391,"15-21 |
15 - 21","BBw wgl
g l","19.4
19.4","38.9
38.9","41.7
41.7","sic
sic",--,"6.7
6.7","0.66
0.66","20°47'45"" Nand 82°26'30"" E ",157,20.79583333,82.44166667,Orissa
392,"21-40 |
21 - 40","B Bw wg g2
2","16.5
16.5","39.1
39.1","44.4
44.4",ssiicc,"-
-","6.8
6.8","0.60
0.60","20°47'45"" Nand 82°26'30"" E ",157,20.79583333,82.44166667,Orissa
393,"40-57 |
40 - 57","Bwg3
Bwg3","14.3
14.3","40.1
40.1","45.6
45.6","sic
sic",--,"6.9
6.9","0.57
0.57","20°47'45"" Nand 82°26'30"" E ",157,20.79583333,82.44166667,Orissa
394,"57—75__|
57 - 75","Bwg4
Bwg4",1133..99,"39.3
39.3","46.8
46.8","sic
sic",-~,77..11,"0.54
0.54","20°47'45"" Nand 82°26'30"" E ",157,20.79583333,82.44166667,Orissa
395,"75-136
75 - 136",| BBCe,"12.9
12.9","36.6
36.6","50.5
50.5",cc,"-
-","7.2
7.2","0.50
0.50","20°47'45"" Nand 82°26'30"" E ",157,20.79583333,82.44166667,Orissa
396,"Depth |
Depth
(cm)
(cm)","Hori-
Hori-
zon
zon","Sand
Sand
(2.0-0.05
(2.0-0.05
mm)
mm)
((0%/)0 )","Silt
Silt
(0.05-
(0.05-
0.002mm)|
0.002mm)
((%%) )","Clay
Clay
(<0.002
«0.002
mm)
mm)
((0%/)0 )","Texture
Texture","| CCo oa ars rse e
Cfr ra ag g. . |
vol. |
vol.
((%‘) )","pH
| pH
11: :2 2. .5
5
water
water","EC
EC
| 11: :2 2. .5 5
| wwa ate ter r
(dS/m)
(dS/m)",,159,19.3125,82.73333334,Orissa
397,"0-14
0-14","Ap.
Ap",5555..77,1166..00,2288..33,ssccli,--,66..44,00..6622,,159,19.3125,82.73333334,Orissa
398,"11 44 - -4 3 |
43","Bw,
BWI",5522..00,1177..44,"30.6
30.6",sscc}i,"1
11","6.6
6.6","0.53
0.53",,159,19.3125,82.73333334,Orissa
399,44 33 - -7 8 7 8 |,"Bw2
BW2",4488..11,"20.2
20.2","31.7
31.7",ssccli,"20
20",66..77,"0.45
0.45",,159,19.3125,82.73333334,Orissa
400,"78+
78+","Cr
Cr","weathered parent material
weathered parent material",,,,,,,,159,19.3125,82.73333334,Orissa
401,"0-15
0- 15",A,"58.7
58.7",115 5..00,"26.3
26.3",sscclI,"20
20",66..66,"0.08
0.08",,161,19.3125,82.73333334,Orissa
402,"115 -— 663
5 3","Btl
Btl","49.2
49.2",55..77,"45.1
45.1",sscc,1155,66..88,"0.04
0.04",,161,19.3125,82.73333334,Orissa
403,"63-107
63 - 107 |","B Bt t2
2","48.5
48.5",11..55,"50.0
50.0",sscc,1100,66..88,"0.05
0.05",,161,19.3125,82.73333334,Orissa
404,"107-162
107 - 162",| BBt t3 3,"46.7
46.7",33..11,"50.2
50.2",sscc,1100,66..99,"0.05
0.05",,161,19.3125,82.73333334,Orissa
405,"162+
162+","Cr
Cr","weathered parent material
weathered parent material",,,,,,,,161,19.3125,82.73333334,Orissa
406,"DDe ep pth th |
(cm)
(em)","Hori-
HorA-
zzo on n |","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mm)
mm)
(%)
(%)","SSiillt t
((00..0055- -
0.002mm)|
0.002mm)
(%)
(%)","Clay
Clay
(<0.002
«0.002
mm)
mm)
(%)
(%)","Texture
Texture","| C Co oa ars rse e
ffrraagg. .
vvool.l . |
(%)
(%)","| ppH H
| 11::22..55
wwa ate ter
r","EC
EC
| 11: :2 2. .5 5
water
| water
(dS/m)
(dS/m)",,163,19.88333334,82.05833333,Orissa
407,"0-14
0- 14","Ap
Ap",1188..22,"36.6
36.6","45.2
45.2",cc,"-
~",55..55,"0.21
0.21",,163,19.88333334,82.05833333,Orissa
408,"14-27
14 - 27","Bw!
Bwl",3311..22,2244..44,4444..44,ce,"-
~",77..44,"00..2 23
3",,163,19.88333334,82.05833333,Orissa
409,"27-52
27-52","Bw2
Bw2","5500,.22",1144..88,3355..00,ssce,-~,77..55,00..1166,,163,19.88333334,82.05833333,Orissa
410,"52-81
52- 81","Bw3
Bw3",2211..55,2277..00,5511..55,¢cc,--,77..77,00..1155,,163,19.88333334,82.05833333,Orissa
411,"81-150
81 -ISO",| BBw w4 4,"33.0
33.0","24.0
24.0","43.0
43.0",ec,-~,77..88,"0.16
0.16",,163,19.88333334,82.05833333,Orissa
412,"DDe ep pth th |
(cm)
(em)","HHo ori r-
i -
zon
zon","Sand
Sand
(2.0-0.05
(2.0-0.05
mm)
mm)
((%%) )","SSiiltl t
((00..0055- .
0.002mm)|
0.OO2mm)
J(%‘)}","Clay
Clay
(<0.002
«0.002
mm)
mm)
(%)
1%1",TTe ex xt tu ure re |,"CCo oa ars rse
e
tfrraagg. . |
vvool.l .
l(%‘A)J","| ppH H
11::22..55 |
water
water","EC
EC
11::22..55
| wwa ate ter r
(dS/m)
. {dS/mJ",,165,19.70277778,82.04722222,Orissa
413,"0-14
0 - 14","Ap
Ap","46.2
46.2","23.2
23.2","30.6
30.6",ssccli,"-
-",55..33,"0.11
0.11",,165,19.70277778,82.04722222,Orissa
414,"14-31
14 - 31","Btl
Btl","36.5
36.S","23.7
23.7","39.8
39.8",ccll,"-
:",5HF .7,"0.06
0.06",,165,19.70277778,82.04722222,Orissa
415,3311 --— 5566,"Bt2
Bt2",3344..66,t1 99..44,"46.0
46.0",ssiicc,--,55..88,"0.07
0.07",,165,19.70277778,82.04722222,Orissa
416,"56-115 |
56 - ItS","8BB
t3","30.8
30.8","19.3
19.3","49.9
49.9",ssiicc,--,55..77,"0.05
0.05",,165,19.70277778,82.04722222,Orissa
417,"115-150
115 - 150
|",| B Bt t4 4,"26.8
26.8",117 7..77,"55.5
55.5",cc,"-
-","5.9
5.9","0.05
0.05",,165,19.70277778,82.04722222,Orissa
418,"DDe ep pth th |
(cm)
(em)","Hori-
Hori-
zzo on n |","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mm)
mm)
(%)
(0/0)","SSiUlt t
(0.05-
(0.05-
0.002mm)|
0.OO2mm)
(%)
(%)","Clay
Clay
(<0.002
«0.002
mm)
mm)
(%)
(%)",TTe ex xtu ture r e |,"CCo oa ars rse
e |
ffr ra ag g. . |
vvool.l . |
(%)
1%1","pH
pH
11: :2 2. .5
5
water
water","EC
EC
| 11: :2 2. .5 5
water
| water
(dS/m)
(dS/m)","19°23 '45"" N and 82°27' 10"" E ",167,19.39583333,82.45277778,Orissa
419,"0-13
0 - 13","A
A","42.6
42.6","33.1
33.1","24.3
24.3",I|,"-
-",55..33,"0.07
0.07","19°23 '45"" N and 82°27' 10"" E ",167,19.39583333,82.45277778,Orissa
420,113 3 -— 3 33 3,"Btl
Btl","38.0
38.0","32.8
32.8","29.2
29.2",ccll,"-
-",55..66,"0.03
0.03","19°23 '45"" N and 82°27' 10"" E ",167,19.39583333,82.45277778,Orissa
421,333 3 -— 662 2,"Bt2
Bt2","39.2
39.2","29.9
29.9","30.9
30.9",ccll,6,55..55,"0.03
0.03","19°23 '45"" N and 82°27' 10"" E ",167,19.39583333,82.45277778,Orissa
422,"62-91
62 - 91","Bt3
Bt3","37.2
37.2","30.3
30.3","32.5
32.5",ccll,"11
11","5.6
5.6","0.04
0.04","19°23 '45"" N and 82°27' 10"" E ",167,19.39583333,82.45277778,Orissa
423,"91-117
91 - 117 |","BBt t4
4","30.3
30.3","34.7
34.7","35.0
35.0",ccll,"28
28","5.8
5.8","0.03
0.03","19°23 '45"" N and 82°27' 10"" E ",167,19.39583333,82.45277778,Orissa
424,"117+
117+","Cr
Cr","weathered parent materials
weathered Qarent materials",,,,,,,"19°23 '45"" N and 82°27' 10"" E ",167,19.39583333,82.45277778,Orissa
425,"0-8
0-8","A
A","57.1
57.1","21.6
21.6","21.3
21.3","scl
sci","-
-","6.0
6.0","0.41
0.41",,169,19.43333334,82.32916667,Orissa
426,88 -— 2222,BBtlt l,"31.3
31.3","32.7
32.7","36.0
36.0",ccll,"-
-","6.6
6.6","0.37
0.37",,169,19.43333334,82.32916667,Orissa
427,222 2—- 2288,"Bt2
Bt2","26.5
26.5","41.1
41.1","32.4
32.4",ccll,".
-","12
7.2","0.32
0.32",,169,19.43333334,82.32916667,Orissa
428,"28+
28+",RR,"hard rock
hard rock",,,,,,,,169,19.43333334,82.32916667,Orissa
429,"0-7
0 - 7","A
A","61.8
61.8",224 4.1. 1,"14,1
14.1","sl
51","40
40",55..77,"0.07
0.07","21 °30' Nand 83°30'30"" E ",173,21.5,83.50833333,Orissa
430,"7-21
7 - 21","AC
AC","62.1
62.1","23.3
23.3","14.6
14.6",ssll,"69
69",55..88,"0.06
0.06","21 °30' Nand 83°30'30"" E ",173,21.5,83.50833333,Orissa
431,"21+
21+",RR,"hard rock
hard rock",,,,,,,"21 °30' Nand 83°30'30"" E ",173,21.5,83.50833333,Orissa
432,"0-10
0-10",A,"80.2
80.2","11.6
11.6",88..22,IIss,"-
-","5.8
5.8","0.09
0.09","22°1'45"" Nand 84°4'30"" E ",175,22.02916667,84.075,Orissa
433,1100 —- 2277,AC,"79.4
79.4","14.2
14.2","6.4
6.4",IIss,"-
-","5.9
5.9","0.07
0.07","22°1'45"" Nand 84°4'30"" E ",175,22.02916667,84.075,Orissa
434,"27+
27+",R,"hard rock
hard rock",,,,,,,"22°1'45"" Nand 84°4'30"" E ",175,22.02916667,84.075,Orissa
435,"DDe ep pth tb |
(cm)
(cm)","Hori-
Hori-
zzo on n |","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mm)
mm)
((%%) )","Silt
Silt
(0.05-
(0.05-
0.002mm)
0.002mm)
((%“%))","Clay
Clay
(<0.002
«0.002
mm)
mm)
((%%) )","Texture
Texture","| CCo oa ars rse e
ffr ra ag g. . |
vol.
vol.
((%“*))","| ppH H
11: :2 2. .5 5 |
water
water","EC
EC
11: :2 2. .5
5
| wwa ate ter r
(dS/m)
(dS/m)","21°06'15"" Nand 82°57'45"" E ",177,21.10416667,82.9625,Orissa
436,"0-20
0 - 20","A
A","38.0
38.0","26.7
26.7","35.3
35.3",ccll,"29
29","5.8
5.8","0.11
0.11","21°06'15"" Nand 82°57'45"" E ",177,21.10416667,82.9625,Orissa
437,"20-49 |
20 - 49","Bwl
Bwl","35.0
35.0","23.5
23.5","41.5
41.5",cc,"36
36","6.0
6.0","0.12
0.12","21°06'15"" Nand 82°57'45"" E ",177,21.10416667,82.9625,Orissa
438,"49-60 |
49 - 60","Bw2
Bw2","31.3
31.3","20.3
20.3","48.4
48.4",cc,"49
49","6.1
6.1","0.09
0.09","21°06'15"" Nand 82°57'45"" E ",177,21.10416667,82.9625,Orissa
439,"I DDe ep pth th |
(cm)
(cm)","Hori-
Hori-
zzo on n |","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mm)
mm)
((%%) )","Silt
Silt
(0.05-
(0.05-
0.002mm)!
O.OO2mm)
((%%) )","Clay
Clay
(<0.002
«0.002
mm)
mm)
((%%) )","Texture
Texture","Coarse
| Coarse
ff rra ag g. . |
vvo ol. l . |
((%%) )","| ppH H
11: :2 2. .5
5
water
water","EC
EC
) 11: :2 2. .5 5
water
| water
(dS/m)
(dS/m)",,179,20.33333334,83.24166667,Orissa
440,"0-16
| 0- 16","A
A",6677..00,1188..55,1144..55,ss}l,3300,55..99,00..1111,,179,20.33333334,83.24166667,Orissa
441,"16-38 |
| 16-38",BBtlt l,"67.3
67.3","74
7.4","25.3
25.3",ssccli,"41
41",55..55 |,"0.09
0.09",,179,20.33333334,83.24166667,Orissa
442,| 33 88 - -4 2 42 |,"Br2
8t2","58.7
58.7",77..33,"34.0
34.0",sscclI,"59
59","5.5 |
5.5","0.03
0.03",,179,20.33333334,83.24166667,Orissa
443,"42+
| 42+",RR,"hard rock
hard rock",,,,,,,,179,20.33333334,83.24166667,Orissa
444,"Depth |
Depth
(cm)
(cm)","Hori-
Hori-
zzo on n |","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mm)
mm)
((“%%))","Silt
Slit
(0.05-
(0.05-
0.002mm)
0.OO2mm)
((%%) )","Clay
Clay
(<0.002
«0.002
mm)
mm)
(%)
(%)","Texture
Texture","| CCo oa ars re s e |
ff rra ag g. . |
vol.
vol.
((%%) )","ppH
H
11: :2 2. .5 5 |
water
water","EC
EC
11: :2 2. .5
5
| wwa ate ter r
(dS/m)
(dS/m)",,181,20.325,83.06666667,Orissa
445,"0-16
0-16","A
A",7700..00,66..77,"2233,.33",ssccli,--,"43
4.3",00..1144,,181,20.325,83.06666667,Orissa
446,1166 -— 3344,BBtlt l,6622..00,88..33,2299..77,ssccl I,"-
-",44..66,00..1166,,181,20.325,83.06666667,Orissa
447,3 34 4 -— 666 6,"Bt2
Bt2","57.5
57.5",99..55,3333..00,ssccl i,-~,55..11,"0.07
0.07",,181,20.325,83.06666667,Orissa
448,"66-114
66 - 114",BBtt33,5566..00,1111..22,3322..88,sscclI,-~,5Se.t2,00..0099,,181,20.325,83.06666667,Orissa
449,11 11 44 - -1 5 10 5 0 |,"BBt t4
4",5544..00,1133..77,3322..33,sscc] i,--,55..22,00..0077,,181,20.325,83.06666667,Orissa
450,"Depth |
Depth
(cm)
(cm)","Hori-
Hort-
zon
zon","Sand
Sand
(2.0-0.05
(2.0-0.05
mm)
mm)
((%%) )","SSiiltl t
(0.05-
(0.05-
0.002mm);
0.002mm)
((%%) )","CCl la ay y |
(<0.002
«0.002
mm)
mm)
((%%) )","Texture
Texture·","Coarse
| Coarse
frag.
frag.
v vo ol. l . |
((%%) )","pH
| pH
| 11: :2 2. .5 S
wwa ate ter
r","EC
EC
| 11: :2 2. .5 5
| wwa ate ter r
(dS/m)
(dS/m)","20°48' 15"" Nand 82° 34 '45"" E ",183,20.80416667,82.57916667,Orissa
451,"0-18
0- 18","Ap
Ap",1188..22,4499..55,3322..33,ssiiccll,-~,>5 .7,"0.31
0.31","20°48' 15"" Nand 82° 34 '45"" E ",183,20.80416667,82.57916667,Orissa
452,"18-50 |
18 - SO","Btl
Btl","14.0
14.0","43.6
43.6","42.4
42.4",ssiicc,--,"6.1
6.1","0.42
0.42","20°48' 15"" Nand 82° 34 '45"" E ",183,20.80416667,82.57916667,Orissa
453,"50-75
50 - 75","Bt2
Bt2",1122..77,4433..44,443 3..99,ssiicc,--,66..22,"0.54
0.54","20°48' 15"" Nand 82° 34 '45"" E ",183,20.80416667,82.57916667,Orissa
454,7755 -— 9 95 5,"Bt3
Bt3",1100..66,"413
41.3",4488..11,ssiicc,-~,66..22,"0.38
0.38","20°48' 15"" Nand 82° 34 '45"" E ",183,20.80416667,82.57916667,Orissa
455,995 S -— I1 S50 O,"Bt4
Bt4",11}1..22,4433..55,4455..33,ssiicc,#NAME?,66..33,"0.40
0.40","20°48' 15"" Nand 82° 34 '45"" E ",183,20.80416667,82.57916667,Orissa
456,"DDe ep pth th |
(cm)
(em)","Hori-
Hori-
zzo on n |","Sand
Sand
(( 22. .00- -0 0. .0 05
5
mm)
mm)
(%)
_(%1","SSiiltl t
(0.05-
(0.05-
0.002mm)|
0.002mm)
(%)
(%1","Clay
Clay
(<0.002
«0.002
mm)
mm)
(%)
(_%)","Texture
Texture","| CCo oa ars rse e
ffr ra ag g. . |
vvo ol. l . |
(%)
(%)","| ppH H
11: :2 2. .5
5
wwa ate ter
r","EC
EC
| 11: :2 2. .5 5
| wwa ate ter r
(dS/m)
(dS/m)","22°1'45"" Nand 84°4'30"" E ",185,22.02916667,84.075,Orissa
457,"0-16
0- 16","Ap
Ap",3388..88,3322.1. 1,2299.1. 1,ccll,".
-",77..00,"0.89
0.89","22°1'45"" Nand 84°4'30"" E ",185,22.02916667,84.075,Orissa
458,11 66 - -3 8 38 |,"BBS SS S!
1","27.6
27.6","30.0
30.0","42.4
42.4",cc,"-
-","7.4
7.4","0.83
0.83","22°1'45"" Nand 84°4'30"" E ",185,22.02916667,84.075,Orissa
459,33 88 - -5 0 50 |,"BBS SS S2
2","21.8
21.8","30.0
30.0","48.2
48.2",cc,"-
-","7.6
7.6","0.76
0.76","22°1'45"" Nand 84°4'30"" E ",185,22.02916667,84.075,Orissa
460,"55 00 - -7 5 |
75","aBS SS S3
3","16.1
16.1","31.6
31.6","52.3
52.3",cc,"-
-","7.7
7.7","0.68
0.68","22°1'45"" Nand 84°4'30"" E ",185,22.02916667,84.075,Orissa
461,77 55 - -1 2 10 2 0 |,"aBS SS S4
4",1144..22,"32.9
32.9",5522..99,cc,".
~","7.9
7.9","0.59
0.59","22°1'45"" Nand 84°4'30"" E ",185,22.02916667,84.075,Orissa
462,"DDe ep pth th |
(cm)
(cm)","Hori-
Hori-
zon
zon","Sand
Sand
((22..00-.00..0055
mm)
mm)
(%)
(%)","SSiiltl t
((00..0055- -
0.002mm);
0.002mm)
(%) |
(%)","Clay
Clay
(<0.002
«0.002
mm)
mm)
(%)
(%)","Texture
Texture","Coarse
| Coarse
frag.
frag.
vvool.l . |
(%)
(%)","| ppH H
1:2.5
1:2.5
wwa ate ter
r","EC
EC
| 11::22..55
| wwa ate ter r
(dS/m)
(dS/m)",,187,21.03333334,82.95,Orissa
463,"0-22
0-22","Ap
Ap","19.0
19.0","41.6
41.6","39.4
39.4",ssiiccll,-,"6.6
6.6","0.47
0.47",,187,21.03333334,82.95,Orissa
464,2222 —- 4488,"Bwl
Bwl",1122..66,4422..44,4455..00,ssiicc,-,77..00,00..3399,,187,21.03333334,82.95,Orissa
465,4488 -— 8800,"Bw2
Bw2",1133..77,4422..11,"4444,.22",ssiicc,-,77..11,00..4400,,187,21.03333334,82.95,Orissa
466,88 00 - -1 10 05 5 |,"BBw w3
3",1144..44,3399..22,4466..44,cc,-,77..00,00..2255,,187,21.03333334,82.95,Orissa
467,"105-130
105 - 130",| BBw w4 4,1122..00,3399..44,4488..66,cc,-,77..44,00..3333,,187,21.03333334,82.95,Orissa
468,"Depth
Depth
(cm)
(em)",HHo or ri iz zo on n |,"SSa an nd
d
(2.0-0.05
(1.0-0.05
mm) (%)
mm) (%)","SSillti t
((00..0055--
| O0 .. O0 O02 lmmm m |
)(%)-
) (%)","Clay
Clay
(<0.002
«0.001
mmm m) W(%)
) o )","Texture
Texture","| CCo oar as ne e
frag.Vol.
frag.Vol.
(%)
(%)","pH
pH
11: :2 1. .5 5 |
water
water","EC
EC
11: :2 1. .5
5
| wwa ate ter r
(dSm""')
(dSm"")","19°54'45"" Nand 83°5' 15"" E ",189,19.9125,83.0875,Orissa
